situacion,zona,propuesta_id,titulo_propuesta,enlace,apoyos,categoria,aparece_en_mesa,orden_detectado_en_mesa,aparece_descartada_en_mesa,decision_mesa,aparece_en_final_126,fiabilidad_lectura_mesa,extracto_acta
Mesa pero no final,Zona Esgueva 1,8565,Renovación acceras Paseo Prado de la Magdalena,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8565,37,,SI,11,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Parquesol,8406,REMODELACIÓN Y MODERNIZACIÓN  DE LOS BAÑOS DEL EST. JOSÉ ZORRILLA (Agrup 7898),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8406,37,,SI,4,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Este 2,7634,"Habilitar terreno abandonado, existente entre las calles Jilguero y Abejaruco.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7634,36,Urbanismo,SI,16,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8085,Reforma Madre de Dios (agrupada con 7771),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8085,35,Urbanismo,SI,2,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Centro,8272,"Plantación de árboles en la Plaza del Rosarillo, con bancos.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8272,34,Urbanismo,SI,11,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,7771,7771-Mantenimiento en la calle Madre de Dios,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7771,34,Urbanismo,SI,20,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8210,Pavimentar aceras de la calle Madre de Dios (agrupada con 7771),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8210,33,Urbanismo,SI,21,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8524,acondicionar el parque de la avenida Palencia,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8524,31,Urbanismo,SI,30,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Pisuerga 1,8377,“Vehículo inteligente sin conductor La Overuela – Movilidad Pública Autónoma”.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8377,29,Transportes y movilidad,SI,16,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Este 2,7757,Marquesina,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7757,28,,SI,15,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Parquesol,8076,REMODELACION Y MODERNIZACION DE LOS BAÑOS DEL ESTADIO JOSE ZORRILLA (Agrup 7898),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8076,28,Deportes | Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias,SI,5,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8477,arreglar las aceras de la calle Madre de Dios (agrupada con 7771),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8477,26,Urbanismo,SI,28,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,7738,PUERTAS DEL CENTRO CIVICO (Agrupada con 7730),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7738,25,Urbanismo,SI,16,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8304,Pavimento de aceras calle Madre de Dios (agrupada con 7771),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8304,25,Urbanismo,SI,24,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8540,parque infantil avenida palencia (agrupada con 8424),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8540,24,Urbanismo,SI,4,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Este 2,8452,Mejora de la Plaza Andarríos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8452,24,Deportes | Participación ciudadana - Asociaciones | Urbanismo | Turismo | Cultura,SI,6,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Parquesol,8077,REMODELACION Y MODERNIZACION DE LOS BAÑOS DEL ESTADIO JOSE ZORRILLA (Agrup 7898),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8077,24,Deportes | Medio Ambiente - Limpieza | Seguridad y emergencias,SI,6,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8293,Pavimento de aceras calle Madre de Dios (agrupada con 7771),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8293,23,,SI,23,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Parquesol,7906,REMODELACION Y MODERNIZACION DE LOS BAÑOS DEL ESTADIO JOSÉ ZORRILLA (Agrup 7898),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7906,23,,SI,7,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Parquesol,8083,REMODELACIÓN Y MODERNIZACIÓN BAÑOS ESTADIO JOSE ZORRILLA  (agrupada con 7898),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8083,22,,SI,8,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8485,Arreglar la acera de la calle Doctor Ochoa  (agrupada con 8476),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8485,21,Urbanismo,SI,6,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Este 2,7852,Señalización del entorno del Polideportivo de Pajarillos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7852,21,Transportes y movilidad | Urbanismo,SI,18,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Parquesol,7905,REMODELACION Y MODERNIZACION DE LOS BAÑOS DEL ESTADIO JOSE ZORRILLA (Agrup 7898),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7905,21,seguridad y movilidad | Deportes | Medio Ambiente - Limpieza,SI,9,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8289,Arreglo de las aceras en la calle Madre de Dios (agrupada con 7771),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8289,20,Urbanismo,SI,22,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8475,Arreglo calle Amor de dios,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8475,20,Urbanismo,SI,27,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8481,Parque infantil avenida Palencia (agrupada con 8424),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8481,20,Urbanismo,SI,31,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8483,Arreglo acera derecha de la calle Prado de la Magdalena (agrupada con 8423),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8483,20,Urbanismo,SI,38,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8519,arreglo de la calle Madre de Dios (agrupada con 7771),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8519,20,Urbanismo,SI,29,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 2,7986,7986-Suelo en centro cívico Pilarica,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7986,20,Participación ciudadana - Asociaciones,SI,13,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8472,Arreglo de la calle Madre de Dios (agrupada con 7771),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8472,19,Urbanismo,SI,25,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8438,parque infantil avenida Palencia (agrupada con 8424),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8438,18,Urbanismo,SI,35,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Parquesol,8105,Baño José Zorrilla (agrupada con 7898),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8105,18,,SI,1,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8471,Acondicionar parque calle Amor de Dios  (agrupada con 7776),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8471,17,Urbanismo,SI,13,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8473,Arreglo de la calle Madre de Dios (agrupada con 7771),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8473,17,Urbanismo,SI,26,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8536,Arreglar la acera de la calle Prado de la Magdalena (agrupada con 8423),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8536,17,Urbanismo,SI,40,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8435,Arreglo de la acera derecha Prado de la Magdalena (agrupada con 8423),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8435,16,Urbanismo,SI,36,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 2,8218,MODIFICAR SUELO DEL CENTRO CIVICO PILARICA (agrupada con 7986),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8218,15,Urbanismo,SI,15,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8470,Arreglo de la acera derecha Prado de la Magdalena (agrupada con 8423),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8470,14,Urbanismo,SI,37,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,8529,Arreglo de la acera derecha Prado de la Magdalena,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8529,13,Urbanismo,SI,39,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 2,8223,SUELO DIFERENTE QUE AISLE PARA LAS ACTIVIDADES DE YOGA (agrupada con 7986),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8223,13,Urbanismo,SI,16,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 2,8228,SUELO DIFERENTE QUE AISLE PARA LAS ACTIVIDADES DE YOGA (agrupada con 7986),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8228,11,Urbanismo,SI,17,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 1,7773,Instalación de Bancos en la calle Manuel Linares Rivas y en la C/Madre de Dios,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7773,10,Urbanismo,SI,19,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Esgueva 2,8217,Modificar suelo (agrupada con 7986),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8217,7,Deportes | Urbanismo,SI,14,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Este 2,8454,Mejora del exterior del CIC Santiago López,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8454,6,Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo,SI,9,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa pero no final,Zona Este 2,8464,Cancha deportiva multideporte en la plaza junto al CIC Santiago López,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8464,6,Deportes | Participación ciudadana - Asociaciones | Urbanismo,SI,5,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Descartada por mesa y fuera de la final,Zona Sur 2,8098,Creación de parque paralelo a la VA-30 entre Cañada Real y Carretera de Rueda,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8098,174,Transportes y movilidad | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta,ID 8098 CREACIÓN DEL PARQUE PARALELO A LA VA-30 ENTRE CAÑADA REAL Y CARRETERA DE RUEDA. Se elimina por ser competencia del Ministerio de Transportes. o ID 8229 CENTRO DE MAYORES. Propuesta excluida
Descartada por mesa y fuera de la final,Zona Sur 1,8301,ARREGLAR ACERAS EN CALLE JOAQUIN RODRIGO,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8301,153,Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta,TD 8301 que tiene por título “Arreglar aceras en calle Joaquín Rodrigo” argumentado que el mantenimiento
Descartada por mesa y fuera de la final,Zona Sur 1,8349,Remodelación aceras,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8349,148,,NO,,SI,Descartada / inadmitida por la mesa,NO,alta,"JD 8349: Según la mesa de zona la propuesta no Se encuentra suficientemente motivada y no plantea mejoras 0 | modificaciones sustanciales, por lo que se considera Una actuación de mantenimiento"
Descartada por mesa y fuera de la final,Zona Sur 2,8025,Pasos de peatones elevados y reductores de velocidad entorno EL PERAL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8025,136,Transportes y movilidad | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta,ID 8025 “Pasos de peatones elevados y reductores de velocidad entorno el peral” argumentado en que es una zona no consolidada urbanisticamente quedando así excluida
Descartada por mesa y fuera de la final,Zona Centro,7596,“RUTA DE LOS SOPORTALES”: RUTA TURÍSTICA HISTÓRICA Y GASTRONÓMICA,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7596,86,Urbanismo | Turismo | Cultura,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 7596 “Ruta de los Soportales: Ruta Histórica y Gastronómica” argumentado en que no se corresponde
Descartada por mesa y fuera de la final,Zona Centro,8153,CARRIL BICI DESDE PLAZA MADRID Y MERCADO CAMPILLO HACIA PLAZA COLÓN.y dos más,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8153,81,,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)","ID 8153 “Carril Bici desde Plaza Madrid y Mercado Campillo hacia Plaza Colón y dos más” argumentado en la valoración de la mesa de que el coste de la citada propuesta es superior al presupuesto asignado a la zona. | o ID 8194 “Peatonalización C/ Duque de la Victoria” argumentado en la valoración de la mesa de que el coste de la citada propuesta es superior al presupuesto asignado a la zona. o ID 7893 “Parkings de Bicis por todo Valladolid” argumentado y sostenido en que se considera un proyecto de ciudad al no concretar un lugar de actuación, o ID 7815 “Centro Cívico Ampliación e instalaciones deportivas” argumentado en la valoración de la mesa de que el coste de la citada propuesta es superior"
Descartada por mesa y fuera de la final,Zona Centro,7893,Parkings de Bicis por todo Valladolid,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7893,73,Deportes | Transportes y movilidad | Medio Ambiente - Limpieza,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 7893 “Parkings de Bicis por todo Valladolid” IS argumentado en que no es un proyecto de zona
Descartada por mesa y fuera de la final,Zona Centro,7815,CENTRO CIVICO AMPLIACIÓN E INSTALACIONES DEPORTIVAS,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7815,65,Participación ciudadana,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 7815 “Centro cívico ampliación e instalaciones deportivas” argumentado en que se espera la construcción de otro centro en la zona excluyéndola
Descartada por mesa y fuera de la final,Zona Centro,8053,Plazas de aparcamiento para zona San Pablo,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8053,63,Transparencia | Igualdad | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8053 “Plazas de aparcamiento para Zona San Pablo” argumentado en que la propuesta no da un lugar de actuación concreto. o ID 7560 “Escalinata-Graderío en la plaza de Portugalete” argumentado en la respuesta de los técnicos municipales en la que se informa de que Patrimonio
Descartada por mesa y fuera de la final,Zona Centro,7560,Escalinata-graderio en la plaza de Portugalete,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7560,53,Urbanismo | Educación | Turismo | Cultura,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 7560 “Escalinata-graderío en la plaza de Portugalete” inviable técnicamente puesto que lo impide Patrimonio
Descartada por mesa y fuera de la final,Zona Centro,7948,Realización parque canino,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7948,49,Salud y consumo - Animales,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 7948 “Realización parque canino” argumentado en que el espacio donde se pieiende teatizai es inviable
Descartada por mesa y fuera de la final,Zona Sur 2,8057,Adquisición local para Asociación de Vecinos de Covaresa (agrupada con 7930),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8057,48,Participación ciudadana - Asociaciones,NO,,SI,Descartada / inadmitida por la mesa,NO,alta,"ID 8057 ADQUISICIÓN DEL LOCAL PARA ASOCIACIÓN DE VECINOS COVARESA (agrupada con 7930). Por el mismo motivo que la ID 8024, se rechaza | | LAS SIGUIENTES PROPUESTAS SON TOTALMENTE RECHAZADAS NO SÓLO POR CONSTAR DIERCTAMENTE _INADMITIDAS"
Descartada por mesa y fuera de la final,Zona Centro,7586,Propuesta de soterrar contenedores calle Torrecilla,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7586,45,Contenedores soterrados Torrecilla Valladolid san Pablo,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 7586 “Propuesta de soterrar contenedores Calle 3 Torrecilla” argumentado en que es inviable
Descartada por mesa y fuera de la final,Zona Centro,8058,Paso de Peatones San Quirce (San Pablo),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8058,45,Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8058 “Paso de peatones (San Pablo)” argumentado en que supone más peligrosidad que beneficio al desembarcar una calle peatonal en ese punto por lo que se excluye
Descartada por mesa y fuera de la final,Zona Centro,7877,Creación de un museo del Belén,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7877,42,Turismo | Cultura,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 7877 “Creación de un museo del Belén” argumentado \ y en que no concreta
Descartada por mesa y fuera de la final,Zona Centro,8310,Mural del Voluntariado,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8310,33,Salud y consumo - Animales | Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo | Educación | Cultura,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8310 “Mural del Voluntariado” argumentado en la inconcreción de la propuesta en su descripción quedando excluida
Descartada por mesa y fuera de la final,Zona Sur 2,8265,Centro de vida Activa en Parque Alameda,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8265,33,Servicios sociales,NO,,SI,Descartada / inadmitida por la mesa,NO,alta,ID 8265 CENTRO DE VIDA ACTIVA EN PARQUE ALAMEDA. Excluida
Descartada por mesa y fuera de la final,Zona Centro,8196,Derribar quiosco que existe en la calle Teresa Gil,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8196,30,Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8196 “Derribar quiosco que existe en la calle Teresa Gil” argumentado en que es un local que tiene derechos de autor por lo que queda excluida
Descartada por mesa y fuera de la final,Zona Centro,8407,Creación/adquisición Centro de vida Activa La Marquesina,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8407,30,Deportes | Participación ciudadana - Asociaciones | Servicios sociales | Educación | Cultura,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8407 “Creación/adquisición Centro de Vida La | Marquesina” argumentado en que es un espacio que ya se encuentra en funcionamiento excluyendo
Descartada por mesa y fuera de la final,Zona Centro,7760,Remodelación accesos peatonales a Santa Brígida,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7760,28,Transportes y movilidad | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 7760 “Remodelación accesos peatonales a Santa Brígida” argumentado en que se encuentra dentro de un proyecto de remodelación de Las Brígidas quedando así excluida
Descartada por mesa y fuera de la final,Zona Este 1,7928,Reforma Colegio Calderón de la Barca para espacio Joven,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7928,27,Participación ciudadana - Asociaciones | Servicios sociales | Educación | Cultura,NO,,SI,Descartada / inadmitida por la mesa,NO,alta,propuesta 7928 agrupada con la 8136 argumentando que es una propuesta que supera un millón de euros: e 7928 > Reforma Colegio Calderón de la Barca para espacio joven (agrupada 8136) (Importe superior a 1 M
Descartada por mesa y fuera de la final,Zona Centro,8008,Acondicionamiento mediante mobiliario urbano y jardineras en entorno Antigua,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8008,23,,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8008 “Acondicionamiento mediante mobiliario urbano y jardineras en entorno Antigua” argumentado en que es un entorno en donde ya se encuentra lo que hay en el interior de la propuesta quedando así excluida
Descartada por mesa y fuera de la final,Zona Centro,7910,Ampliación plazas residentes parking público paseo de Isabel la católica,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7910,22,Transportes y movilidad,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 7910 “Ampliación plazas residentes parking público paseo de Isabel La Católica” argumentado en que no es inclusivo puesto que solo se pide para los residentes excluyendo
Descartada por mesa y fuera de la final,Zona Sur 2,7804,Ampliación de linea BUHO realizando el recorrido de la linea 2 (Inadmitida),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7804,22,Transportes y movilidad,NO,,SI,Descartada / inadmitida por la mesa,NO,alta,ID 7804 AMPLIACIÓN DE LÍNEA DE BUHO REALIZANDO EL RECORRIDO LÍNEA 2 o 1D 8280 LIMITACIÓN DE VELOCIDAD EN ACCESO A ROTONDA VA-30. | o ID 8000 ACEQUIA DE VALLADOLID TRANSITABLE TODO EL AÑO LIMPIEZA Y MANTENIMIENTO
Descartada por mesa y fuera de la final,Zona Centro,8019,Comprar máquinas para quitar grafitis,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8019,20,Medio Ambiente - Limpieza | Urbanismo | Turismo,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8019 “Comprar máquinas para limpiar grafittis” argumentando en que es parte del mantenimiento
Descartada por mesa y fuera de la final,Zona Centro,8466,Pavimentar y adoquinar Calle María de Molina y aledaños,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8466,19,,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8466 “Pavimentar y adoquinar Calle María de Molina \ j y aledaños” argumentado en que ya se ha llevado a cabo la pavimentación de la zona que se detalla en la descripción quedando así excluida
Descartada por mesa y fuera de la final,Zona Centro,8067,Eliminacion barreras arquitectonicas y reparacion o siutitucion fuente,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8067,17,,NO,,SI,Descartada / inadmitida por la mesa,NO,"media (OCR acta, conviene revisar)",ID 8067 “Eliminación barreras arquitectónicas y reparación o sustitución fuente” argumentando que no se considera necesaria esta intervención para la zona quedando así excluida
